skillName,simLinked,simSymba
proficient in microsoft office suites,"Tuple{String,Float32}[(""proficient in microsoft office"", 0.8108108)]","Tuple{String,Float32}[(""proficient in microsoft office"", 0.8108108)]"
vba programming,"Tuple{String,Float32}[(""ada programming"", 0.8666667), (""bdc programming"", 0.8), (""c programming"", 0.8), (""cgi programming"", 0.8), (""cl programming"", 0.8), (""cnc programming"", 0.8), (""hmi programming"", 0.8), (""idl programming"", 0.8), (""pic programming"", 0.8), (""plc programming"", 0.8), (""sas programming"", 0.8), (""xml programming"", 0.8), (""visual programming"", 0.7777778), (""basic programming"", 0.7647059), (""batch programming"", 0.7647059), (""event programming"", 0.7647059), (""media programming"", 0.7647059), (""robot programming"", 0.7647059), (""apex programming"", 0.75), (""game programming"", 0.75), (""meta-programming"", 0.75), (""pair programming"", 0.75), (""teen programming"", 0.75), (""library programming"", 0.7368421), (""cnc programing"", 0.73333335), (""programming"", 0.73333335), (""device programming"", 0.7222222), (""dialog programming"", 0.7222222), (""linear programming"", 0.7222222), (""mobile programming"", 0.7222222), (""server programming"", 0.7222222), (""survey programming"", 0.7222222), (""vector programming"", 0.7222222), (""adult programming"", 0.7058824), (""audio programming"", 0.7058824), (""logic programming"", 0.7058824), (""music programming"", 0.7058824), (""radio programming"", 0.7058824), (""youth programming"", 0.7058824)]","Tuple{String,Float32}[(""ada programming"", 0.8666667), (""bdc programming"", 0.8), (""c programming"", 0.8), (""cgi programming"", 0.8), (""cl programming"", 0.8), (""cnc programming"", 0.8), (""hmi programming"", 0.8), (""idl programming"", 0.8), (""pic programming"", 0.8), (""plc programming"", 0.8), (""sas programming"", 0.8), (""xml programming"", 0.8), (""visual programming"", 0.7777778), (""basic programming"", 0.7647059), (""batch programming"", 0.7647059), (""event programming"", 0.7647059), (""media programming"", 0.7647059), (""robot programming"", 0.7647059), (""apex programming"", 0.75), (""game programming"", 0.75), (""meta-programming"", 0.75), (""pair programming"", 0.75), (""teen programming"", 0.75), (""library programming"", 0.7368421), (""cnc programing"", 0.73333335), (""programming"", 0.73333335), (""device programming"", 0.7222222), (""dialog programming"", 0.7222222), (""linear programming"", 0.7222222), (""mobile programming"", 0.7222222), (""server programming"", 0.7222222), (""survey programming"", 0.7222222), (""vector programming"", 0.7222222), (""adult programming"", 0.7058824), (""audio programming"", 0.7058824), (""logic programming"", 0.7058824), (""music programming"", 0.7058824), (""radio programming"", 0.7058824), (""youth programming"", 0.7058824)]"
proven leadership skills,"Tuple{String,Float32}[(""proven leadership skills"", 1.0), (""leadership skills"", 0.7083333)]","Tuple{String,Float32}[(""proven leadership skills"", 1.0), (""leadership skills"", 0.7083333)]"
nodejs,"Tuple{String,Float32}[(""node.js"", 0.85714287)]","Tuple{String,Float32}[(""node.js"", 0.85714287)]"
sketchapp,"Tuple{String,Float32}[(""sketch app"", 0.9), (""sketchup"", 0.7777778)]","Tuple{String,Float32}[(""sketch app"", 0.9), (""sketchup"", 0.7777778)]"
cocoa touch,"Tuple{String,Float32}[(""cocoa touch"", 1.0)]","Tuple{String,Float32}[(""cocoa touch"", 1.0)]"
cocoa,"Tuple{String,Float32}[(""cocoa"", 1.0), (""coco"", 0.8)]","Tuple{String,Float32}[(""cocoa"", 1.0), (""coco"", 0.8)]"
core data,"Tuple{String,Float32}[(""core data"", 1.0), (""core java"", 0.7777778), (""pure data"", 0.7777778)]","Tuple{String,Float32}[(""core data"", 1.0), (""core java"", 0.7777778), (""pure data"", 0.7777778)]"
flux,"Tuple{String,Float32}[(""flux"", 1.0), (""faux"", 0.75), (""flex"", 0.75), (""flu"", 0.75)]","Tuple{String,Float32}[(""flux"", 1.0), (""faux"", 0.75), (""flex"", 0.75), (""flu"", 0.75)]"
biodiversity,"Tuple{String,Float32}[(""biodiversity"", 1.0), (""diversity"", 0.75)]","Tuple{String,Float32}[(""biodiversity"", 1.0), (""diversity"", 0.75)]"
conservation issues,"Tuple{String,Float32}[(""conservation issues"", 1.0), (""compensation issues"", 0.7894737), (""conservation areas"", 0.7368421), (""conservation easements"", 0.72727275), (""construction disputes"", 0.71428573)]","Tuple{String,Float32}[(""conservation issues"", 1.0), (""compensation issues"", 0.7894737), (""conservation areas"", 0.7368421), (""conservation easements"", 0.72727275), (""construction disputes"", 0.71428573)]"
arcgis server,"Tuple{String,Float32}[(""arcgis server"", 1.0), (""process server"", 0.71428573)]","Tuple{String,Float32}[(""arcgis server"", 1.0), (""process server"", 0.71428573)]"
esri,"Tuple{String,Float32}[(""esri"", 1.0), (""esi"", 0.75), (""esr"", 0.75), (""esrd"", 0.75), (""esxi"", 0.75), (""sri"", 0.75)]","Tuple{String,Float32}[(""esri"", 1.0), (""esi"", 0.75), (""esr"", 0.75), (""esrd"", 0.75), (""esxi"", 0.75), (""sri"", 0.75)]"
websphere portal,"Tuple{String,Float32}[(""websphere portal"", 1.0)]","Tuple{String,Float32}[(""websphere portal"", 1.0)]"
websphere application server,"Tuple{String,Float32}[(""websphere application server"", 1.0), (""jboss application server"", 0.71428573), (""oracle application server"", 0.71428573), (""sun application server"", 0.71428573)]","Tuple{String,Float32}[(""websphere application server"", 1.0), (""jboss application server"", 0.71428573), (""oracle application server"", 0.71428573), (""sun application server"", 0.71428573)]"
biotechnology,"Tuple{String,Float32}[(""biotechnology"", 1.0), (""biotechnologies"", 0.8), (""microtechnology"", 0.8), (""nanotechnology"", 0.78571427), (""technology"", 0.7692308), (""nanobiotechnology"", 0.7647059), (""audio technology"", 0.75), (""video technology"", 0.75), (""food technology"", 0.73333335), (""neurotechnology"", 0.73333335), (""bioarchaeology"", 0.71428573), (""mobile technology"", 0.7058824)]","Tuple{String,Float32}[(""biotechnology"", 1.0), (""biotechnologies"", 0.8), (""microtechnology"", 0.8), (""nanotechnology"", 0.78571427), (""technology"", 0.7692308), (""nanobiotechnology"", 0.7647059), (""audio technology"", 0.75), (""video technology"", 0.75), (""food technology"", 0.73333335), (""neurotechnology"", 0.73333335), (""bioarchaeology"", 0.71428573), (""mobile technology"", 0.7058824)]"
r&d,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
product launch,"Tuple{String,Float32}[(""product launch"", 1.0), (""product launches"", 0.875), (""product launching"", 0.8235294), (""production launch"", 0.8235294), (""product line"", 0.71428573), (""product lines"", 0.71428573), (""program launch"", 0.71428573), (""product clearance"", 0.7058824)]","Tuple{String,Float32}[(""product launch"", 1.0), (""product launches"", 0.875), (""product launching"", 0.8235294), (""production launch"", 0.8235294), (""product line"", 0.71428573), (""product lines"", 0.71428573), (""program launch"", 0.71428573), (""product clearance"", 0.7058824)]"
familiar with c++,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
jquery,"Tuple{String,Float32}[(""jquery"", 1.0), (""nquery"", 0.8333333), (""xquery"", 0.8333333), (""msquery"", 0.71428573), (""psquery"", 0.71428573)]","Tuple{String,Float32}[(""jquery"", 1.0), (""nquery"", 0.8333333), (""xquery"", 0.8333333), (""msquery"", 0.71428573), (""psquery"", 0.71428573)]"
lamp,"Tuple{String,Float32}[(""lamp"", 1.0), (""lamps"", 0.8), (""camp"", 0.75), (""damp"", 0.75), (""gamp"", 0.75), (""hamp"", 0.75), (""lacp"", 0.75), (""lam"", 0.75), (""lamb"", 0.75), (""lap"", 0.75), (""mamp"", 0.75), (""wamp"", 0.75)]","Tuple{String,Float32}[(""lamp"", 1.0), (""lamps"", 0.8), (""camp"", 0.75), (""damp"", 0.75), (""gamp"", 0.75), (""hamp"", 0.75), (""lacp"", 0.75), (""lam"", 0.75), (""lamb"", 0.75), (""lap"", 0.75), (""mamp"", 0.75), (""wamp"", 0.75)]"
servlet,"Tuple{String,Float32}[(""servlets"", 0.875), (""server"", 0.71428573)]","Tuple{String,Float32}[(""servlets"", 0.875), (""server"", 0.71428573)]"
jsp,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
assistive technology,"Tuple{String,Float32}[(""assistive technology"", 1.0), (""adaptive technology"", 0.8), (""automotive technology"", 0.7619048), (""creative technology"", 0.75), (""missile technology"", 0.75)]","Tuple{String,Float32}[(""assistive technology"", 1.0), (""adaptive technology"", 0.8), (""automotive technology"", 0.7619048), (""creative technology"", 0.75), (""missile technology"", 0.75)]"
direct mail,"Tuple{String,Float32}[(""direct mail"", 1.0), (""direct tax"", 0.72727275)]","Tuple{String,Float32}[(""direct mail"", 1.0), (""direct tax"", 0.72727275)]"
"java - struts, spring and hibernate","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
flex - action script 3.0,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
virtual reality,"Tuple{String,Float32}[(""virtual reality"", 1.0)]","Tuple{String,Float32}[(""virtual reality"", 1.0)]"
autodesk inventor,"Tuple{String,Float32}[(""autodesk inventor"", 1.0)]","Tuple{String,Float32}[(""autodesk inventor"", 1.0)]"
cms,"Tuple{String,Float32}[(""cms"", 1.0), (""acms"", 0.75), (""bcms"", 0.75), (""cams"", 0.75), (""ccms"", 0.75), (""cems"", 0.75), (""chms"", 0.75), (""cmas"", 0.75), (""cmis"", 0.75), (""cmms"", 0.75), (""cmos"", 0.75), (""cmps"", 0.75), (""coms"", 0.75), (""cpms"", 0.75), (""csms"", 0.75), (""icms"", 0.75), (""lcms"", 0.75), (""mcms"", 0.75), (""rcms"", 0.75)]","Tuple{String,Float32}[(""cms"", 1.0), (""acms"", 0.75), (""bcms"", 0.75), (""cams"", 0.75), (""ccms"", 0.75), (""cems"", 0.75), (""chms"", 0.75), (""cmas"", 0.75), (""cmis"", 0.75), (""cmms"", 0.75), (""cmos"", 0.75), (""cmps"", 0.75), (""coms"", 0.75), (""cpms"", 0.75), (""csms"", 0.75), (""icms"", 0.75), (""lcms"", 0.75), (""mcms"", 0.75), (""rcms"", 0.75)]"
heroku,"Tuple{String,Float32}[(""heroku"", 1.0)]","Tuple{String,Float32}[(""heroku"", 1.0)]"
nonprofits,"Tuple{String,Float32}[(""nonprofits"", 1.0)]","Tuple{String,Float32}[(""nonprofits"", 1.0)]"
global platform,"Tuple{String,Float32}[(""global platform"", 1.0)]","Tuple{String,Float32}[(""global platform"", 1.0)]"
nfc,"Tuple{String,Float32}[(""nfc"", 1.0), (""nbfc"", 0.75)]","Tuple{String,Float32}[(""nfc"", 1.0), (""nbfc"", 0.75)]"
3gpp,"Tuple{String,Float32}[(""gpp"", 0.75)]","Tuple{String,Float32}[(""gpp"", 0.75)]"
international logistics,"Tuple{String,Float32}[(""international logistics"", 1.0), (""international equities"", 0.7826087), (""international admissions"", 0.75), (""international litigation"", 0.75), (""international auditing"", 0.73913044), (""international companies"", 0.73913044), (""international conflict"", 0.73913044), (""international contacts"", 0.73913044), (""international cuisines"", 0.73913044), (""international economics"", 0.73913044), (""international issues"", 0.73913044), (""international liaison"", 0.73913044), (""international migration"", 0.73913044), (""international mobility"", 0.73913044), (""international policy"", 0.73913044), (""international acquisitions"", 0.7307692), (""international negotiations"", 0.7307692), (""international collections"", 0.72), (""international connections"", 0.72), (""international regulations"", 0.72), (""international relocations"", 0.72), (""international operations"", 0.7083333), (""international production"", 0.7083333), (""international organizations"", 0.7037037)]","Tuple{String,Float32}[(""international logistics"", 1.0), (""international equities"", 0.7826087), (""international admissions"", 0.75), (""international litigation"", 0.75), (""international auditing"", 0.73913044), (""international companies"", 0.73913044), (""international conflict"", 0.73913044), (""international contacts"", 0.73913044), (""international cuisines"", 0.73913044), (""international economics"", 0.73913044), (""international issues"", 0.73913044), (""international liaison"", 0.73913044), (""international migration"", 0.73913044), (""international mobility"", 0.73913044), (""international policy"", 0.73913044), (""international acquisitions"", 0.7307692), (""international negotiations"", 0.7307692), (""international collections"", 0.72), (""international connections"", 0.72), (""international regulations"", 0.72), (""international relocations"", 0.72), (""international operations"", 0.7083333), (""international production"", 0.7083333), (""international organizations"", 0.7037037)]"
